연번,발생일,사고유형,발생역,발생시간
2617,2021-07-29,열차내 사고,송파역,17:16
2618,2021-07-29,역구내 사고,신대방삼거리역,08:58
2619,2021-07-28,발빠짐,연신내(6)역,15:11
2620,2021-07-28,출입문관련,구의역,08:34
2621,2021-07-24,승강설비관련,교대(2)역,17:07
2622,2021-07-22,열차내 사고,까치울역,10:06
2623,2021-07-19,출입문관련,군자(5)역,08:14
2624,2021-07-18,역구내 사고,합정(2)역,05:38
2625,2021-07-16,역구내 사고,제기동역,16:36
2626,2021-07-16,역구내 사고,신도림역,08:14
2627,2021-07-13,출입문관련,구파발(3)역,21:25
2628,2021-07-09,열차내 사고,영등포구청(2)역,18:55
2629,2021-07-09,발빠짐,서울(1)역,16:05
2630,2021-07-09,열차내 사고,문래역,18:40
2631,2021-07-09,발빠짐,아현역,16:28
2632,2021-07-09,열차내 사고,영등포구청(2)역,18:35
2633,2021-07-09,역구내 사고,제기동역,15:45
2634,2021-07-08,열차내 사고,수락산역,08:37
2635,2021-07-07,역구내 사고,서울(4)역,15:37
2636,2021-07-05,출입문관련,강남역,07:45
2637,2021-07-04,역구내 사고,봉천역,13:46
2638,2021-07-02,발빠짐,동대문역사문화공원(4)역,08:20
2639,2021-06-30,역구내 사고,태릉입구(6)역,13:21
2640,2021-06-28,출입문관련,하남풍산역,16:11
2641,2021-06-28,출입문관련,산본역,17:41
2642,2021-06-27,발빠짐,구로디지털단지역,11:33
2643,2021-06-27,역구내 사고,경복궁역 ,19:59
2644,2021-06-26,출입문관련,사당(2)역,17:35
2645,2021-06-26,출입문관련,사당(4)역,18:53
2646,2021-06-25,출입문관련,교대(3)역,18:27
2647,2021-06-21,출입문관련,상계역,18:17
2648,2021-06-21,출입문관련,홍대입구역,17:55
2649,2021-06-18,출입문관련,천호(5)역,18:50
2650,2021-06-18,승강설비관련,신림역,08:20
2651,2021-06-17,역구내 사고,길음역,12:37
2652,2021-06-17,출입문관련,방화역,15:00
2653,2021-06-15,역구내 사고,상동역,07:52
2654,2021-06-14,승강설비관련,합정(6)역,08:03
2655,2021-06-12,출입문관련,강남역,13:56
2656,2021-06-10,출입문관련,교대(2)역,19:29
2657,2021-06-10,발빠짐,회현역,18:57
2658,2021-06-10,열차내 사고,단대오거리역,07:45
2659,2021-06-10,출입문관련,교대(3)역,18:55
2660,2021-06-07,발빠짐,이수(7)역,08:08
2661,2021-06-06,역구내 사고,천왕역,07:58
2662,2021-06-06,발빠짐,목동역,21:48
2663,2021-06-06,기타,동작역,13:00
2664,2021-06-03,역구내 사고,신정네거리역,00:05
2665,2021-06-03,승강설비관련,상동역,14:18
2666,2021-06-02,출입문관련,미아역,22:28
2667,2021-06-02,승강설비관련,오금(3)역,09:08
2668,2021-06-01,출입문관련,종로3가(5)역,14:45
2669,2021-05-31,역구내 사고,종로5가역,12:07
2670,2021-05-31,출입문관련,동묘앞(1)역,19:14
2671,2021-05-29,발빠짐,고속터미널(7)역,12:07
2672,2021-05-28,열차내 사고,앙재역,07:50
2673,2021-05-28,열차내 사고,사당(4)역,07:50
2674,2021-05-28,열차내 사고,구파발(3)역,08:30
2675,2021-05-28,역구내 사고,성신여대입구역,09:32
2676,2021-05-28,열차내 사고,녹번역,08:03
2677,2021-05-28,출입문관련,종로5가역,08:40
2678,2021-05-27,발빠짐,보문역,08:21
2679,2021-05-27,출입문관련,공덕(5)역,18:47
2680,2021-05-27,역구내 사고,왕십리(2)역,22:19
2681,2021-05-26,출입문관련,명동역,14:38
2682,2021-05-26,출입문관련,건대입구(7)역,17:30
2683,2021-05-26,출입문관련,서울(4)역,17:48
2684,2021-05-26,발빠짐,응암역,09:46
2685,2021-05-24,출입문관련,동대문역사문화공원(4)역,18:37
2686,2021-05-24,열차내 사고,당산(2)역,21:55
2687,2021-05-22,열차내 사고,고속터미널(3)역,16:00
2688,2021-05-21,역구내 사고,고속터미널(3)역,20:55
2689,2021-05-20,출입문관련,발산역,17:36
2690,2021-05-18,열차내 사고,청량리역,12:11
2691,2021-05-15,출입문관련,잠실(2)역,12:29
2692,2021-05-15,발빠짐,회현역,13:16
2693,2021-05-14,역구내 사고,당산(2)역,21:41
2694,2021-05-12,출입문관련,미아사거리역,07:52
2695,2021-05-11,발빠짐,신길역,09:53
2696,2021-05-10,출입문관련,사당(2)역,18:38
2697,2021-05-10,열차내 사고,동대문(4)역,10:37
2698,2021-05-10,열차내 사고,군자(7)역,08:25
2699,2021-05-08,출입문관련,창동역,11:17
2700,2021-05-04,발빠짐,동대문역사문화공원(4)역,08:44
2701,2021-05-03,출입문관련,광명사거리역,18:13
2702,2021-05-03,열차내 사고,건대입구(2)역,16:13
2703,2021-05-02,출입문관련,영등포시장역,14:31
2704,2021-04-30,승강설비관련,종로3가(3)역,14:06
2705,2021-04-30,열차내 사고,신당(2)역,21:30
2706,2021-04-30,열차내 사고,대화역,14:00
2707,2021-04-29,역구내 사고,광화문역,09:25
2708,2021-04-23,출입문관련,동대문역사문화공원(5)역,17:56
2709,2021-04-22,출입문관련,회현역,18:50
2710,2021-04-21,열차내 사고,합정(2)역,09:57
2711,2021-04-20,출입문관련,용마산역,21:08
2712,2021-04-20,출입문관련,양재역,18:06
2713,2021-04-19,발빠짐,충무로(3)역,08:57
2714,2021-04-17,출입문관련,혜화역,11:08
2715,2021-04-14,열차내 사고,청량리역,16:30
2716,2021-04-13,열차내 사고,강일역,07:54
2717,2021-04-12,출입문관련,잠실(8)역,17:39
2718,2021-04-12,역구내 사고,잠원역,22:00
2719,2021-04-12,승강설비관련,천호(5)역,14:19
2720,2021-04-11,출입문관련,혜화역,12:21
2721,2021-04-09,출입문관련,신도림역,12:44
2722,2021-04-08,열차내 사고,화곡역,16:22
2723,2021-04-08,출입문관련,대림(7)역,09:42
2724,2021-04-08,열차내 사고,고속터미널(7)역,08:25
2725,2021-04-07,출입문관련,여의도역,18:21
2726,2021-04-06,출입문관련,건대입구(7)역,07:57
2727,2021-04-05,역구내 사고,창동역,09:50
2728,2021-04-05,출입문관련,노원(4)역,09:33
2729,2021-04-05,열차내 사고,공릉역,08:27
2730,2021-04-05,출입문관련,신도림역,14:16
2731,2021-04-01,열차내 사고,종로5가역,07:09
2732,2021-04-01,승강설비관련,신도림역,10:59
2733,2021-04-01,승강설비관련,신도림역,10:59
2734,2021-04-01,출입문관련,제기동역,14:22
2735,2021-04-01,승강설비관련,신도림역,10:49
2736,2021-03-31,출입문관련,목동역,09:26
2737,2021-03-31,출입문관련,을지로3가(2)역,15:11
2738,2021-03-29,출입문관련,주안역,16:45
2739,2021-03-29,출입문관련,상도역,17:37
2740,2021-03-27,열차내 사고,신도림역,15:50
2741,2021-03-27,역구내 사고,새절역,22:57
2742,2021-03-26,역구내 사고,영등포시장역,08:50
2743,2021-03-23,역구내 사고,사당(4)역,08:30
2744,2021-03-23,출입문관련,어린이대공원역,13:58
2745,2021-03-20,출입문관련,신림역,18:27
2746,2021-03-19,출입문관련,신도림역,16:25
2747,2021-03-18,역구내 사고,상계역,13:30
2748,2021-03-17,출입문관련,군자(7)역,09:51
2749,2021-03-15,발빠짐,을지로4가역,08:26
2750,2021-03-15,출입문관련,쌍문역,13:29
2751,2021-03-10,출입문관련,신당(2)역,16:30
2752,2021-03-09,발빠짐,신당(2)역,08:35
2753,2021-03-09,역구내 사고,상동역,17:55
2754,2021-03-09,역구내 사고,상동역,18:00
2755,2021-03-06,역구내 사고,구로디지털단지역,18:30
2756,2021-03-05,열차내 사고,방배역,18:40
2757,2021-03-05,열차내 사고,신도림역,18:30
2758,2021-03-05,열차내 사고,신도림역,18:30
2759,2021-03-05,열차내 사고,신림역,18:40
2760,2021-03-04,발빠짐,신대방역,16:20
2761,2021-03-03,역구내 사고,삼성역,07:06
2762,2021-03-03,출입문관련,범계역,16:26
2763,2021-02-26,역구내 사고,까치산(5)역,13:20
2764,2021-02-25,발빠짐,양천구청역,07:43
2765,2021-02-25,출입문관련,불광(3)역,19:23
2766,2021-02-25,출입문관련,교대(3)역,16:57
2767,2021-02-22,역구내 사고,제기동역,21:33
2768,2021-02-21,역구내 사고,중화역,11:38
2769,2021-02-18,출입문관련,충무로(3)역,14:16
2770,2021-02-18,발빠짐,군자(7)역,08:43
2771,2021-02-18,열차내 사고,광화문역,18:22
2772,2021-02-18,승강설비관련,충무로(3)역,10:10
2773,2021-02-16,열차내 사고,충정로(2)역,08:45
2774,2021-02-16,출입문관련,잠실(2)역,22:08
2775,2021-02-13,역구내 사고,경복궁역 ,10:55
2776,2021-02-10,승강설비관련,오금(3)역,21:49
2777,2021-02-09,승강설비관련,신대방삼거리역,16:41
2778,2021-02-09,열차내 사고,신림역,18:29
2779,2021-02-09,열차내 사고,사당(2)역,18:29
2780,2021-02-08,역구내 사고,독바위역,12:40
2781,2021-02-06,역구내 사고,성수역,15:41
2782,2021-02-04,역구내 사고,잠원역,15:10
2783,2021-02-03,출입문관련,수유역,17:38
2784,2021-02-03,열차내 사고,천호(5)역,21:40
2785,2021-02-03,출입문관련,신이문역,18:04
2786,2021-02-03,열차내 사고,길동역,18:38
2787,2021-02-01,출입문관련,숙대입구역,14:27
2788,2021-01-30,발빠짐,신길역,18:15
2789,2021-01-29,출입문관련,신도림(1)역,19:45
2790,2021-01-29,역구내 사고,구로디지털단지역,15:30
2791,2021-01-29,열차내 사고,온수(7)역,15:25
2792,2021-01-28,역구내 사고,연신내(3)역,11:10
2793,2021-01-28,역구내 사고,화랑대역,16:15
2794,2021-01-28,발빠짐,이수(7)역,08:18
2795,2021-01-26,출입문관련,명일역,19:29
2796,2021-01-26,출입문관련,명일역,19:29
2797,2021-01-21,역구내 사고,길음역,14:51
2798,2021-01-21,역구내 사고,한성대입구역,22:40
2799,2021-01-21,역구내 사고,사당(4)역,16:44
2800,2021-01-20,승강설비관련,애오개역,06:34
2801,2021-01-20,열차내 사고,청량리역,16:30
2802,2021-01-18,출입문관련,굽은다리역,21:03
2803,2021-01-18,역구내 사고,면목역,14:52
2804,2021-01-16,발빠짐,동작역,12:16
2805,2021-01-13,역구내 사고,을지로3가(3)역,13:00
2806,2021-01-13,열차내 사고,홍대입구역,12:45
2807,2021-01-13,승강설비관련,모란역,10:40
2808,2021-01-13,역구내 사고,충정로(2)역,07:40
2809,2021-01-13,역구내 사고,광화문역,08:54
2810,2021-01-13,역구내 사고,신사역,09:45
2811,2021-01-13,역구내 사고,논현역,10:35
2812,2021-01-12,역구내 사고,문래역,19:55
2813,2021-01-12,역구내 사고,공덕(5)역,08:45
2814,2021-01-12,출입문관련,서울(4)역,16:40
2815,2021-01-12,역구내 사고,잠실나루역,21:36
2816,2021-01-12,기타,숭실대입구역,11:20
2817,2021-01-11,역구내 사고,역삼역,19:43
2818,2021-01-11,발빠짐,강남역,18:35
2819,2021-01-11,발빠짐,동대문역사문화공원(2)역,14:16
2820,2021-01-10,역구내 사고,창동역,08:40
2821,2021-01-10,역구내 사고,수유역,14:30
2822,2021-01-09,기타,암사역,15:06
2823,2021-01-08,역구내 사고,신림역,14:04
2824,2021-01-08,발빠짐,경복궁역 ,08:27
2825,2021-01-07,역구내 사고,불광(6)역,08:00
2826,2021-01-07,역구내 사고,미아역,09:08
2827,2021-01-07,승강설비관련,방배역,21:20
2828,2021-01-07,승강설비관련,충무로(4)역,11:27
2829,2021-01-07,열차내 사고,태릉입구(6)역,14:09
2830,2021-01-07,기타,수락산역,08:00
2831,2021-01-07,역구내 사고,사당(2)역,09:08
2832,2021-01-06,열차내 사고,강남역,19:20
2833,2021-01-05,출입문관련,대림(7)역,07:27
2834,2021-01-04,출입문관련,몽촌토성역,18:22
2835,2021-01-03,역구내 사고,사당(4)역,10:30
2836,2021-01-02,역구내 사고,합정(2)역,08:00
2837,2021-01-02,역구내 사고,교대(3)역,16:30
